Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value For Money,Recommended,Verified,Word_Count,Review_Length,Average_Rating,Recommendation_Status,Verification_Status,Rating_Level,Date_Flown_Clean,Year,Month,Month_Name
Business,Economy Class,Heathrow to Bologna,April 2022,1.0,1.0,,,1.0,1.0,no,no,161,881,1.0,Not Recommended,Not Verified,Low Rating,2022-04-01,2022,4,April
Business,Business Class,Geneva to London,April 2022,4.0,5.0,4.0,,1.0,4.0,no,yes,136,789,3.6,Not Recommended,Verified,Medium Rating,2022-04-01,2022,4,April
Solo Leisure,Economy Class,London to Singapore,April 2022,1.0,1.0,1.0,1.0,1.0,1.0,no,yes,98,574,1.0,Not Recommended,Verified,Low Rating,2022-04-01,2022,4,April
Couple Leisure,Business Class,London to Barbados,March 2022,4.0,5.0,4.0,2.0,4.0,4.0,yes,yes,160,894,3.8333333333333335,Recommended,Verified,Medium Rating,2022-03-01,2022,3,March
Couple Leisure,Business Class,Cape Town to London Heathrow,March 2022,3.0,3.0,1.0,,3.0,1.0,no,no,543,3018,2.2,Not Recommended,Not Verified,Low Rating,2022-03-01,2022,3,March
Couple Leisure,Economy Class,Sydney to Heathrow,March 2022,3.0,1.0,1.0,1.0,2.0,4.0,no,no,119,651,2.0,Not Recommended,Not Verified,Low Rating,2022-03-01,2022,3,March
Business,Business Class,London to Malaga,March 2022,2.0,1.0,2.0,1.0,1.0,1.0,no,yes,112,645,1.3333333333333333,Not Recommended,Verified,Low Rating,2022-03-01,2022,3,March
Couple Leisure,Economy Class,Austin to London via Dublin,March 2022,2.0,1.0,2.0,,1.0,1.0,no,no,347,1854,1.4,Not Recommended,Not Verified,Low Rating,2022-03-01,2022,3,March
Couple Leisure,Business Class,Cape Town to London,March 2022,2.0,1.0,1.0,2.0,3.0,2.0,no,yes,174,1035,1.8333333333333333,Not Recommended,Verified,Low Rating,2022-03-01,2022,3,March
Couple Leisure,Economy Class,London Heathrow to Funchal,March 2022,3.0,3.0,1.0,,1.0,3.0,no,yes,360,1951,2.2,Not Recommended,Verified,Low Rating,2022-03-01,2022,3,March
Couple Leisure,Economy Class,Gatwick to Antalya,March 2022,,,,,,1.0,no,yes,58,342,1.0,Not Recommended,Verified,Low Rating,2022-03-01,2022,3,March
Couple Leisure,Economy Class,London to Austin,March 2022,4.0,1.0,1.0,1.0,1.0,3.0,no,no,240,1287,1.8333333333333333,Not Recommended,Not Verified,Low Rating,2022-03-01,2022,3,March
Couple Leisure,Premium Economy,Dubai to Heathrow,March 2022,3.0,2.0,1.0,3.0,4.0,2.0,no,no,38,232,2.5,Not Recommended,Not Verified,Low Rating,2022-03-01,2022,3,March
Solo Leisure,First Class,Singapore to London,March 2022,5.0,1.0,1.0,4.0,2.0,2.0,no,yes,274,1473,2.5,Not Recommended,Verified,Low Rating,2022-03-01,2022,3,March
Family Leisure,Economy Class,Dublin to Dubai via London,March 2022,3.0,4.0,3.0,1.0,3.0,3.0,no,yes,117,641,2.8333333333333335,Not Recommended,Verified,Low Rating,2022-03-01,2022,3,March
Couple Leisure,Economy Class,London Heathrow to Cairo,February 2022,1.0,3.0,1.0,,1.0,1.0,no,yes,414,2190,1.4,Not Recommended,Verified,Low Rating,2022-02-01,2022,2,February
Couple Leisure,Premium Economy,Male to London,March 2022,4.0,2.0,2.0,3.0,4.0,3.0,no,no,185,998,3.0,Not Recommended,Not Verified,Medium Rating,2022-03-01,2022,3,March
Business,Economy Class,Copenhagen to London,March 2022,2.0,2.0,1.0,,1.0,1.0,no,yes,72,391,1.4,Not Recommended,Verified,Low Rating,2022-03-01,2022,3,March
Family Leisure,Premium Economy,New York to London,March 2022,1.0,3.0,3.0,3.0,1.0,1.0,no,yes,44,279,2.0,Not Recommended,Verified,Low Rating,2022-03-01,2022,3,March
Business,Business Class,London Heathrow to Sofia,August 2021,3.0,5.0,2.0,,1.0,2.0,no,yes,45,266,2.6,Not Recommended,Verified,Low Rating,2021-08-01,2021,8,August
Family Leisure,Economy Class,Athens to Boston via London,October 2021,2.0,3.0,2.0,,1.0,1.0,no,yes,121,678,1.8,Not Recommended,Verified,Low Rating,2021-10-01,2021,10,October
Solo Leisure,Premium Economy,Cape Town to Glasgow via London,February 2022,3.0,3.0,2.0,3.0,2.0,3.0,yes,yes,175,946,2.6666666666666665,Recommended,Verified,Low Rating,2022-02-01,2022,2,February
Business,Business Class,Bangalore to London,March 2022,3.0,4.0,1.0,1.0,2.0,1.0,no,yes,53,298,2.0,Not Recommended,Verified,Low Rating,2022-03-01,2022,3,March
Couple Leisure,Business Class,London to Cape Town,March 2022,3.0,3.0,2.0,1.0,3.0,3.0,no,yes,192,1182,2.5,Not Recommended,Verified,Low Rating,2022-03-01,2022,3,March
Couple Leisure,Business Class,Lisbon to London,February 2022,1.0,3.0,1.0,,3.0,1.0,no,yes,189,1049,1.8,Not Recommended,Verified,Low Rating,2022-02-01,2022,2,February
Solo Leisure,Premium Economy,Vancouver to London,February 2022,4.0,5.0,5.0,5.0,4.0,5.0,yes,yes,66,411,4.666666666666667,Recommended,Verified,High Rating,2022-02-01,2022,2,February
Business,Business Class,London to Malaga,February 2022,3.0,3.0,2.0,,3.0,2.0,no,yes,119,662,2.6,Not Recommended,Verified,Low Rating,2022-02-01,2022,2,February
Business,Economy Class,London to Athens,February 2022,2.0,3.0,1.0,,1.0,1.0,no,yes,40,225,1.6,Not Recommended,Verified,Low Rating,2022-02-01,2022,2,February
Solo Leisure,Economy Class,London to Edinburgh,February 2022,,,,,1.0,1.0,no,no,124,749,1.0,Not Recommended,Not Verified,Low Rating,2022-02-01,2022,2,February
Family Leisure,Business Class,Washington to London,February 2022,4.0,5.0,4.0,4.0,5.0,4.0,yes,yes,70,387,4.333333333333333,Recommended,Verified,High Rating,2022-02-01,2022,2,February
Couple Leisure,Economy Class,Accra to London ,January 2022,1.0,2.0,1.0,1.0,1.0,1.0,no,yes,116,658,1.1666666666666667,Not Recommended,Verified,Low Rating,2022-01-01,2022,1,January
Business,Business Class,Dublin to London,February 2022,,,,,,1.0,no,no,55,275,1.0,Not Recommended,Not Verified,Low Rating,2022-02-01,2022,2,February
Family Leisure,Business Class,London to Washington,February 2022,4.0,5.0,5.0,4.0,5.0,4.0,yes,yes,158,890,4.5,Recommended,Verified,High Rating,2022-02-01,2022,2,February
Family Leisure,Business Class,London to Porto,February 2022,,,,,,1.0,no,yes,61,355,1.0,Not Recommended,Verified,Low Rating,2022-02-01,2022,2,February
Solo Leisure,Business Class,Washington to London,December 2021,5.0,5.0,5.0,,4.0,5.0,yes,yes,154,899,4.8,Recommended,Verified,High Rating,2021-12-01,2021,12,December
Couple Leisure,Economy Class,Montréal to Dubai via London,February 2022,,,,,,4.0,yes,yes,149,817,4.0,Recommended,Verified,High Rating,2022-02-01,2022,2,February
Couple Leisure,Business Class,Atlanta to Belfast via Heathrow,January 2022,4.0,5.0,4.0,4.0,5.0,5.0,yes,no,111,646,4.5,Recommended,Not Verified,High Rating,2022-01-01,2022,1,January
Couple Leisure,Business Class,Cape Town to London Heathrow,January 2022,3.0,4.0,2.0,4.0,3.0,3.0,yes,yes,267,1537,3.1666666666666665,Recommended,Verified,Medium Rating,2022-01-01,2022,1,January
Couple Leisure,Business Class,London Heathrow to Orlando,January 2022,2.0,4.0,3.0,1.0,3.0,3.0,no,yes,112,618,2.6666666666666665,Not Recommended,Verified,Low Rating,2022-01-01,2022,1,January
Couple Leisure,Economy Class,London Heathrow to Dubai,January 2022,2.0,1.0,1.0,2.0,1.0,1.0,no,no,272,1461,1.3333333333333333,Not Recommended,Not Verified,Low Rating,2022-01-01,2022,1,January
Solo Leisure,Economy Class,New York to Newcastle via London,November 2021,3.0,4.0,4.0,4.0,1.0,4.0,no,no,442,2256,3.3333333333333335,Not Recommended,Not Verified,Medium Rating,2021-11-01,2021,11,November
Couple Leisure,Business Class,Cape Town to Durban,January 2022,3.0,2.0,3.0,,4.0,3.0,yes,yes,288,1617,3.0,Recommended,Verified,Medium Rating,2022-01-01,2022,1,January
Solo Leisure,Economy Class,Durban to Cape Town,January 2022,5.0,5.0,5.0,,5.0,5.0,yes,yes,226,1222,5.0,Recommended,Verified,High Rating,2022-01-01,2022,1,January
Solo Leisure,Business Class,Bangalore to Detroit via London,January 2022,4.0,2.0,1.0,3.0,1.0,1.0,no,yes,249,1405,2.0,Not Recommended,Verified,Low Rating,2022-01-01,2022,1,January
Business,Economy Class,New York to London,January 2022,1.0,1.0,2.0,3.0,1.0,2.0,no,yes,260,1470,1.6666666666666667,Not Recommended,Verified,Low Rating,2022-01-01,2022,1,January
Business,Economy Class,Las Vegas to London ,January 2022,1.0,4.0,1.0,1.0,1.0,1.0,no,yes,55,321,1.5,Not Recommended,Verified,Low Rating,2022-01-01,2022,1,January
Couple Leisure,Business Class,London to Dubai,October 2021,2.0,1.0,1.0,3.0,1.0,1.0,no,yes,322,1798,1.5,Not Recommended,Verified,Low Rating,2021-10-01,2021,10,October
Family Leisure,Economy Class,Warsaw to London,December 2021,2.0,4.0,,,1.0,2.0,no,no,162,883,2.25,Not Recommended,Not Verified,Low Rating,2021-12-01,2021,12,December
Business,Business Class,Glasgow to London Heathrow,December 2021,2.0,1.0,1.0,,2.0,1.0,no,yes,335,1750,1.4,Not Recommended,Verified,Low Rating,2021-12-01,2021,12,December
Couple Leisure,Business Class,London to Cape Town,December 2021,3.0,3.0,2.0,5.0,4.0,3.0,yes,yes,198,1099,3.3333333333333335,Recommended,Verified,Medium Rating,2021-12-01,2021,12,December
Solo Leisure,Premium Economy,London to Tampa,November 2021,1.0,1.0,,,1.0,1.0,no,yes,175,947,1.0,Not Recommended,Verified,Low Rating,2021-11-01,2021,11,November
Solo Leisure,Business Class,Edinburgh to London,December 2021,4.0,5.0,4.0,,5.0,4.0,yes,yes,142,799,4.4,Recommended,Verified,High Rating,2021-12-01,2021,12,December
Solo Leisure,Business Class,London to Edinburgh,December 2021,4.0,5.0,5.0,,3.0,4.0,yes,yes,313,1850,4.2,Recommended,Verified,High Rating,2021-12-01,2021,12,December
Family Leisure,Economy Class,London Heathrow to Los Angeles,December 2021,1.0,4.0,1.0,1.0,2.0,1.0,no,no,107,600,1.6666666666666667,Not Recommended,Not Verified,Low Rating,2021-12-01,2021,12,December
Business,Economy Class,London to St Lucia,December 2021,5.0,5.0,4.0,,5.0,5.0,yes,yes,105,615,4.8,Recommended,Verified,High Rating,2021-12-01,2021,12,December
Couple Leisure,First Class,London to Chicago,November 2021,4.0,5.0,5.0,3.0,4.0,4.0,yes,yes,59,346,4.166666666666667,Recommended,Verified,High Rating,2021-11-01,2021,11,November
Solo Leisure,Business Class,London to Istanbul,December 2021,1.0,2.0,3.0,1.0,1.0,2.0,no,yes,193,1053,1.6666666666666667,Not Recommended,Verified,Low Rating,2021-12-01,2021,12,December
Couple Leisure,Business Class,Dubai to London Heaathrow,December 2021,4.0,2.0,3.0,4.0,1.0,4.0,yes,yes,108,623,3.0,Recommended,Verified,Medium Rating,2021-12-01,2021,12,December
Solo Leisure,Economy Class,London to Aberdeen,December 2021,,,,,1.0,1.0,no,yes,229,1231,1.0,Not Recommended,Verified,Low Rating,2021-12-01,2021,12,December
Couple Leisure,Business Class,London Gatwick to Cancun,December 2021,1.0,5.0,3.0,2.0,5.0,3.0,no,yes,358,1851,3.1666666666666665,Not Recommended,Verified,Medium Rating,2021-12-01,2021,12,December
Business,Business Class,Kingston to London,August 2021,1.0,2.0,2.0,3.0,2.0,1.0,no,yes,111,613,1.8333333333333333,Not Recommended,Verified,Low Rating,2021-08-01,2021,8,August
Family Leisure,Business Class,London to Delhi,January 2021,1.0,1.0,1.0,1.0,1.0,1.0,no,yes,63,361,1.0,Not Recommended,Verified,Low Rating,2021-01-01,2021,1,January
Solo Leisure,Economy Class,Washington DC to Moscow via London,December 2021,1.0,1.0,,,1.0,1.0,no,yes,97,495,1.0,Not Recommended,Verified,Low Rating,2021-12-01,2021,12,December
Solo Leisure,Economy Class,Singapore to London,July 2021,3.0,4.0,1.0,3.0,1.0,1.0,no,yes,517,2788,2.1666666666666665,Not Recommended,Verified,Low Rating,2021-07-01,2021,7,July
Family Leisure,Economy Class,Cairo to Portland via London / Seattle,November 2021,,,,,1.0,1.0,no,yes,173,997,1.0,Not Recommended,Verified,Low Rating,2021-11-01,2021,11,November
Business,Business Class,London Heathrow to Paris CDG,November 2021,3.0,4.0,4.0,,1.0,3.0,no,yes,188,1072,3.0,Not Recommended,Verified,Medium Rating,2021-11-01,2021,11,November
Business,Business Class,Manchester to London Heathrow,November 2021,1.0,,,,1.0,2.0,no,yes,44,236,1.3333333333333333,Not Recommended,Verified,Low Rating,2021-11-01,2021,11,November
Solo Leisure,Business Class,London to Tenerife,November 2021,3.0,2.0,3.0,,4.0,2.0,no,yes,148,779,2.8,Not Recommended,Verified,Low Rating,2021-11-01,2021,11,November
Solo Leisure,Business Class,Tenerife to London,November 2021,4.0,5.0,5.0,,4.0,4.0,yes,yes,172,906,4.4,Recommended,Verified,High Rating,2021-11-01,2021,11,November
Solo Leisure,Economy Class,Stockholm to London Heathrow,November 2021,1.0,5.0,1.0,,1.0,2.0,no,no,126,728,2.0,Not Recommended,Not Verified,Low Rating,2021-11-01,2021,11,November
Business,Economy Class,Frankfurt to London,November 2021,,,,,1.0,1.0,no,yes,27,135,1.0,Not Recommended,Verified,Low Rating,2021-11-01,2021,11,November
Couple Leisure,Business Class,London Heathrow to Tenerife South,November 2021,3.0,3.0,1.0,,2.0,1.0,no,no,100,523,2.0,Not Recommended,Not Verified,Low Rating,2021-11-01,2021,11,November
Couple Leisure,Business Class,Heathrow to Tenerife South,November 2021,2.0,5.0,3.0,,3.0,3.0,yes,yes,229,1174,3.2,Recommended,Verified,Medium Rating,2021-11-01,2021,11,November
Solo Leisure,Economy Class,London to Chicago,November 2021,1.0,2.0,2.0,2.0,1.0,1.0,no,yes,84,472,1.5,Not Recommended,Verified,Low Rating,2021-11-01,2021,11,November
Solo Leisure,Economy Class,London to Mexico,October 2021,2.0,3.0,2.0,5.0,2.0,2.0,no,yes,150,858,2.6666666666666665,Not Recommended,Verified,Low Rating,2021-10-01,2021,10,October
Couple Leisure,Economy Class,Manchester to Nassau via London,October 2021,2.0,2.0,2.0,2.0,1.0,1.0,no,yes,176,980,1.6666666666666667,Not Recommended,Verified,Low Rating,2021-10-01,2021,10,October
Family Leisure,Economy Class,Mumbai to Dublin via London,November 2021,3.0,2.0,2.0,3.0,2.0,3.0,no,no,100,568,2.5,Not Recommended,Not Verified,Low Rating,2021-11-01,2021,11,November
Solo Leisure,Premium Economy,Gibraltar to London,November 2021,4.0,4.0,,,1.0,3.0,no,no,198,1039,3.0,Not Recommended,Not Verified,Medium Rating,2021-11-01,2021,11,November
Business,Economy Class,Belfast to London,November 2021,4.0,5.0,4.0,,4.0,4.0,yes,yes,64,364,4.2,Recommended,Verified,High Rating,2021-11-01,2021,11,November
Family Leisure,Business Class,Larnaca to London Heathrow,October 2021,2.0,4.0,2.0,,3.0,3.0,yes,yes,135,707,2.8,Recommended,Verified,Low Rating,2021-10-01,2021,10,October
Couple Leisure,Business Class,Lisbon to London Heathrow,September 2021,4.0,4.0,4.0,,5.0,4.0,yes,yes,146,805,4.2,Recommended,Verified,High Rating,2021-09-01,2021,9,September
Couple Leisure,Premium Economy,Madrid to London,October 2021,4.0,5.0,5.0,4.0,3.0,5.0,yes,yes,60,358,4.333333333333333,Recommended,Verified,High Rating,2021-10-01,2021,10,October
Family Leisure,Economy Class,London to Bologna,October 2021,5.0,5.0,3.0,,2.0,4.0,yes,no,75,393,3.8,Recommended,Not Verified,Medium Rating,2021-10-01,2021,10,October
Business,Economy Class,London to Alicante,October 2021,1.0,4.0,4.0,,4.0,5.0,yes,yes,109,608,3.6,Recommended,Verified,Medium Rating,2021-10-01,2021,10,October
Family Leisure,Business Class,London to Larnaca,October 2021,3.0,5.0,3.0,2.0,4.0,4.0,yes,yes,74,445,3.5,Recommended,Verified,Medium Rating,2021-10-01,2021,10,October
Business,Economy Class,Prague to London,October 2021,4.0,5.0,,,1.0,1.0,no,no,535,2971,2.75,Not Recommended,Not Verified,Low Rating,2021-10-01,2021,10,October
Couple Leisure,Economy Class,Male to London,October 2021,5.0,5.0,5.0,5.0,5.0,5.0,yes,yes,111,606,5.0,Recommended,Verified,High Rating,2021-10-01,2021,10,October
Solo Leisure,Premium Economy,London to Toronto,October 2021,3.0,3.0,4.0,4.0,4.0,4.0,yes,yes,132,644,3.6666666666666665,Recommended,Verified,Medium Rating,2021-10-01,2021,10,October
Business,Business Class,London to Toronto,October 2021,5.0,5.0,5.0,5.0,5.0,5.0,yes,yes,39,241,5.0,Recommended,Verified,High Rating,2021-10-01,2021,10,October
Solo Leisure,Business Class,London Heathrow to Athens Greece,September 2021,2.0,4.0,4.0,3.0,4.0,1.0,no,no,179,943,3.0,Not Recommended,Not Verified,Medium Rating,2021-09-01,2021,9,September
Solo Leisure,Economy Class,London to Cayman Islands ,November 2020,,,,,,1.0,no,yes,123,652,1.0,Not Recommended,Verified,Low Rating,2020-11-01,2020,11,November
Family Leisure,Economy Class,London to Prague,October 2021,1.0,1.0,1.0,,1.0,2.0,no,yes,190,1065,1.2,Not Recommended,Verified,Low Rating,2021-10-01,2021,10,October
Couple Leisure,Business Class,Larnaca to London Heathrow,October 2021,3.0,4.0,3.0,,4.0,4.0,yes,yes,114,706,3.6,Recommended,Verified,Medium Rating,2021-10-01,2021,10,October
Couple Leisure,Economy Class,Heathrow to Manchester ,August 2021,,,,,1.0,1.0,no,no,243,1255,1.0,Not Recommended,Not Verified,Low Rating,2021-08-01,2021,8,August
Business,Business Class,London to Jersey,September 2021,2.0,1.0,,,1.0,1.0,no,yes,137,759,1.25,Not Recommended,Verified,Low Rating,2021-09-01,2021,9,September
Solo Leisure,Premium Economy,Denver to London,October 2021,5.0,5.0,,,5.0,5.0,yes,yes,26,158,5.0,Recommended,Verified,High Rating,2021-10-01,2021,10,October
Business,Economy Class,Belfast to London,September 2021,4.0,3.0,3.0,,4.0,5.0,yes,yes,120,718,3.8,Recommended,Verified,Medium Rating,2021-09-01,2021,9,September
Couple Leisure,Economy Class,Manchester to Aberdeen via Heathrow,August 2021,1.0,1.0,1.0,,1.0,1.0,no,no,140,809,1.0,Not Recommended,Not Verified,Low Rating,2021-08-01,2021,8,August
Couple Leisure,Business Class,London Heathrow to Tenerife south,September 2021,3.0,1.0,2.0,,1.0,1.0,no,yes,226,1176,1.6,Not Recommended,Verified,Low Rating,2021-09-01,2021,9,September
Business,Business Class,London to New York,September 2021,3.0,1.0,1.0,2.0,3.0,4.0,no,yes,103,563,2.3333333333333335,Not Recommended,Verified,Low Rating,2021-09-01,2021,9,September
Couple Leisure,Business Class,London Heathrow to Larnaca,September 2021,3.0,3.0,3.0,,3.0,3.0,yes,yes,117,741,3.0,Recommended,Verified,Medium Rating,2021-09-01,2021,9,September
Family Leisure,Business Class,London to Lisbon,September 2021,3.0,5.0,4.0,,3.0,4.0,yes,yes,85,491,3.8,Recommended,Verified,Medium Rating,2021-09-01,2021,9,September
Solo Leisure,Economy Class,Frankfurt to London,September 2021,4.0,4.0,1.0,,1.0,1.0,no,yes,24,160,2.2,Not Recommended,Verified,Low Rating,2021-09-01,2021,9,September
Business,Economy Class,Geneva to Sao Paulo via London,October 2020,,,,,,1.0,no,yes,78,432,1.0,Not Recommended,Verified,Low Rating,2020-10-01,2020,10,October
Family Leisure,Economy Class,Abuja to London,September 2021,,,,,1.0,3.0,no,yes,47,266,2.0,Not Recommended,Verified,Low Rating,2021-09-01,2021,9,September
Business,Business Class,Mykonos to New York via London,August 2021,,,,,,1.0,no,yes,341,1850,1.0,Not Recommended,Verified,Low Rating,2021-08-01,2021,8,August
Solo Leisure,Economy Class,Boston to Tirana London,September 2021,2.0,3.0,3.0,3.0,1.0,3.0,no,yes,155,858,2.5,Not Recommended,Verified,Low Rating,2021-09-01,2021,9,September
Couple Leisure,Economy Class,Washington Dulles to London ,August 2021,1.0,1.0,1.0,1.0,1.0,1.0,no,yes,242,1303,1.0,Not Recommended,Verified,Low Rating,2021-08-01,2021,8,August
Business,Economy Class,Gatwick to Catania,August 2021,,,,,,1.0,no,yes,113,618,1.0,Not Recommended,Verified,Low Rating,2021-08-01,2021,8,August
Solo Leisure,Economy Class,London to Moscow Domodedovo,August 2021,5.0,4.0,1.0,1.0,3.0,2.0,yes,yes,135,757,2.6666666666666665,Recommended,Verified,Low Rating,2021-08-01,2021,8,August
Solo Leisure,Economy Class,London to Athens,August 2021,4.0,5.0,4.0,,5.0,5.0,yes,yes,166,895,4.6,Recommended,Verified,High Rating,2021-08-01,2021,8,August
Family Leisure,Economy Class,London to Corfu,August 2021,4.0,5.0,4.0,4.0,4.0,4.0,yes,yes,41,247,4.166666666666667,Recommended,Verified,High Rating,2021-08-01,2021,8,August
Family Leisure,Business Class,Moscow to London Heathrow,August 2021,4.0,1.0,2.0,3.0,1.0,1.0,no,yes,235,1223,2.0,Not Recommended,Verified,Low Rating,2021-08-01,2021,8,August
Business,Business Class,London Heathrow to Munich,August 2021,3.0,2.0,2.0,,1.0,2.0,no,yes,99,536,2.0,Not Recommended,Verified,Low Rating,2021-08-01,2021,8,August
Couple Leisure,Business Class,London Heathrow to Nice,July 2021,3.0,4.0,5.0,,3.0,3.0,no,yes,117,621,3.6,Not Recommended,Verified,Medium Rating,2021-07-01,2021,7,July
Family Leisure,Economy Class,London to Hong Kong,April 2021,,,,,,1.0,no,yes,37,212,1.0,Not Recommended,Verified,Low Rating,2021-04-01,2021,4,April
Solo Leisure,Premium Economy,Belfast to Budapest via Heathrow,July 2021,1.0,1.0,,,1.0,1.0,no,yes,398,2204,1.0,Not Recommended,Verified,Low Rating,2021-07-01,2021,7,July
Family Leisure,Business Class,Cancun to Gatwick,July 2021,4.0,5.0,5.0,4.0,4.0,4.0,yes,yes,82,474,4.333333333333333,Recommended,Verified,High Rating,2021-07-01,2021,7,July
Family Leisure,Business Class,Gatwick to Cancun,July 2021,5.0,5.0,4.0,4.0,4.0,5.0,yes,yes,72,429,4.5,Recommended,Verified,High Rating,2021-07-01,2021,7,July
Family Leisure,Economy Class,Unknown,July 2021,,,,,,1.0,no,no,115,646,1.0,Not Recommended,Not Verified,Low Rating,2021-07-01,2021,7,July
Family Leisure,Economy Class,Bucharest to Toronto via London,July 2021,3.0,3.0,,,1.0,2.0,no,no,135,752,2.25,Not Recommended,Not Verified,Low Rating,2021-07-01,2021,7,July
